<<<<<<< HEAD
country,foodItem,currency,measure,year,cost
Chad,Rice,XAF,KG,2019,577
Chad,Rice,XAF,KG,2019,545
Chad,Rice,XAF,KG,2019,545
Chad,Rice,XAF,KG,2019,546
Chad,Rice,XAF,KG,2019,541
Chad,Rice,XAF,KG,2019,545
Chad,Rice,XAF,KG,2019,545
Chad,Rice,XAF,KG,2019,510
Chad,Rice,XAF,KG,2019,545
Chad,Rice,XAF,KG,2019,545
Chad,Rice,XAF,KG,2020,545
Chad,Rice,XAF,KG,2020,545
Chad,Rice,XAF,KG,2020,545
Chad,Rice,XAF,KG,2020,545
Chad,Rice,XAF,KG,2020,545
Chad,Rice,XAF,KG,2020,545
Chad,Rice,XAF,KG,2020,545
Chad,Rice,XAF,KG,2020,587
Chad,Rice,XAF,KG,2020,623
Chad,Rice,XAF,KG,2020,735
Chad,Rice,XAF,KG,2020,725
Chad,Rice,XAF,KG,2020,735
Chad,Rice,XAF,KG,2021,735
Chad,Rice,XAF,KG,2021,745
Chad,Rice,XAF,KG,2021,745
Chad,Rice,XAF,KG,2021,745
Chad,Rice,XAF,KG,2021,751
Chad,Rice,XAF,KG,2018,560
Chad,Rice,XAF,KG,2018,560
Chad,Rice,XAF,KG,2018,560
Chad,Rice,XAF,KG,2018,560
Chad,Rice,XAF,KG,2018,560
Chad,Rice,XAF,KG,2018,560
Chad,Rice,XAF,KG,2019,540
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,490
Chad,Rice,XAF,KG,2019,582
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,610
Chad,Rice,XAF,KG,2019,620
Chad,Rice,XAF,KG,2019,600
Chad,Rice,XAF,KG,2019,600
Chad,Rice,XAF,KG,2020,600
Chad,Rice,XAF,KG,2020,600
Chad,Rice,XAF,KG,2020,600
Chad,Rice,XAF,KG,2020,560
Chad,Rice,XAF,KG,2020,560
Chad,Rice,XAF,KG,2020,560
Chad,Rice,XAF,KG,2020,560
Chad,Rice,XAF,KG,2020,560
Chad,Rice,XAF,KG,2020,560
Chad,Rice,XAF,KG,2020,420
Chad,Rice,XAF,KG,2020,600
Chad,Rice,XAF,KG,2021,600
Chad,Rice,XAF,KG,2021,600
Chad,Rice,XAF,KG,2021,600
Chad,Rice,XAF,KG,2021,600
Chad,Rice,XAF,KG,2021,613
Chad,Rice,XAF,KG,2018,563
Chad,Rice,XAF,KG,2018,520
Chad,Rice,XAF,KG,2019,540
Chad,Rice,XAF,KG,2019,500
Chad,Rice,XAF,KG,2019,520
Chad,Rice,XAF,KG,2019,550
Chad,Rice,XAF,KG,2019,553
Chad,Rice,XAF,KG,2019,550
Chad,Rice,XAF,KG,2019,500
Chad,Rice,XAF,KG,2019,550
Chad,Rice,XAF,KG,2019,330
Chad,Rice,XAF,KG,2019,550
Chad,Rice,XAF,KG,2019,553
Chad,Rice,XAF,KG,2020,560
Chad,Rice,XAF,KG,2020,560
Chad,Rice,XAF,KG,2020,503
Chad,Rice,XAF,KG,2020,533
Chad,Rice,XAF,KG,2020,600
Chad,Rice,XAF,KG,2020,600
Chad,Rice,XAF,KG,2020,600
Chad,Rice,XAF,KG,2020,600
Chad,Rice,XAF,KG,2020,600
Chad,Rice,XAF,KG,2020,668
Chad,Rice,XAF,KG,2020,647.5
Chad,Rice,XAF,KG,2020,665
Chad,Rice,XAF,KG,2021,665
Chad,Rice,XAF,KG,2021,665
Chad,Rice,XAF,KG,2021,665
Chad,Rice,XAF,KG,2021,665
Chad,Rice,XAF,KG,2021,658.5
Chad,Rice,XAF,KG,2018,560
Chad,Rice,XAF,KG,2018,553
Chad,Rice,XAF,KG,2019,680
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,553
Chad,Rice,XAF,KG,2019,539
Chad,Rice,XAF,KG,2019,550
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,553
Chad,Rice,XAF,KG,2019,547
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2020,553
Chad,Rice,XAF,KG,2020,560
Chad,Rice,XAF,KG,2020,568
Chad,Rice,XAF,KG,2020,560
Chad,Rice,XAF,KG,2020,550
Chad,Rice,XAF,KG,2020,620
Chad,Rice,XAF,KG,2020,675
Chad,Rice,XAF,KG,2020,615
Chad,Rice,XAF,KG,2020,563
Chad,Rice,XAF,KG,2020,626.6666
Chad,Rice,XAF,KG,2020,525.0512
Chad,Rice,XAF,KG,2020,645
Chad,Rice,XAF,KG,2021,626.6666
Chad,Rice,XAF,KG,2021,630
Chad,Rice,XAF,KG,2021,636
Chad,Rice,XAF,KG,2021,636
Chad,Rice,XAF,KG,2021,545
Chad,Rice,XAF,KG,2019,600
Chad,Rice,XAF,KG,2019,600
Chad,Rice,XAF,KG,2019,600
Chad,Rice,XAF,KG,2019,600
Chad,Rice,XAF,KG,2019,602
Chad,Rice,XAF,KG,2019,600
Chad,Rice,XAF,KG,2019,733
Chad,Rice,XAF,KG,2019,800
Chad,Rice,XAF,KG,2019,800
Chad,Rice,XAF,KG,2019,800
Chad,Rice,XAF,KG,2019,800
Chad,Rice,XAF,KG,2020,767
Chad,Rice,XAF,KG,2020,667
Chad,Rice,XAF,KG,2020,700
Chad,Rice,XAF,KG,2020,700
Chad,Rice,XAF,KG,2020,700
Chad,Rice,XAF,KG,2020,700
Chad,Rice,XAF,KG,2020,700
Chad,Rice,XAF,KG,2020,600
Chad,Rice,XAF,KG,2020,625
Chad,Rice,XAF,KG,2018,480
Chad,Rice,XAF,KG,2018,493
Chad,Rice,XAF,KG,2019,487
Chad,Rice,XAF,KG,2019,447
Chad,Rice,XAF,KG,2019,460
Chad,Rice,XAF,KG,2019,493
Chad,Rice,XAF,KG,2019,486
Chad,Rice,XAF,KG,2019,490
Chad,Rice,XAF,KG,2019,473
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,240
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,448
Chad,Rice,XAF,KG,2020,585
Chad,Rice,XAF,KG,2020,467
Chad,Rice,XAF,KG,2020,488
Chad,Rice,XAF,KG,2020,540
Chad,Rice,XAF,KG,2020,563
Chad,Rice,XAF,KG,2020,695
Chad,Rice,XAF,KG,2020,592.6666
Chad,Rice,XAF,KG,2020,640.3333
Chad,Rice,XAF,KG,2020,598.6666
Chad,Rice,XAF,KG,2021,606.6666
Chad,Rice,XAF,KG,2021,606.6666
Chad,Rice,XAF,KG,2021,606.6666
Chad,Rice,XAF,KG,2021,526.6666
Chad,Rice,XAF,KG,2021,513.3333
Chad,Rice,XAF,KG,2019,487
Chad,Rice,XAF,KG,2019,500
Chad,Rice,XAF,KG,2019,500
Chad,Rice,XAF,KG,2019,500
Chad,Rice,XAF,KG,2019,503
Chad,Rice,XAF,KG,2019,500
Chad,Rice,XAF,KG,2019,500
Chad,Rice,XAF,KG,2019,507
Chad,Rice,XAF,KG,2019,507
Chad,Rice,XAF,KG,2019,507
Chad,Rice,XAF,KG,2019,500
Chad,Rice,XAF,KG,2020,507
Chad,Rice,XAF,KG,2020,520
Chad,Rice,XAF,KG,2020,533
Chad,Rice,XAF,KG,2020,520
Chad,Rice,XAF,KG,2020,513
Chad,Rice,XAF,KG,2020,517
Chad,Rice,XAF,KG,2020,560
Chad,Rice,XAF,KG,2020,500
Chad,Rice,XAF,KG,2020,260
Chad,Rice,XAF,KG,2020,728
Chad,Rice,XAF,KG,2020,730
Chad,Rice,XAF,KG,2020,725
Chad,Rice,XAF,KG,2021,725
Chad,Rice,XAF,KG,2021,725
Chad,Rice,XAF,KG,2021,725
Chad,Rice,XAF,KG,2021,725
Chad,Rice,XAF,KG,2021,731
Chad,Rice,XAF,KG,2018,440
Chad,Rice,XAF,KG,2018,480
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,453
Chad,Rice,XAF,KG,2019,440
Chad,Rice,XAF,KG,2019,440
Chad,Rice,XAF,KG,2019,440
Chad,Rice,XAF,KG,2019,440
Chad,Rice,XAF,KG,2019,446
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,466
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,490.5
Chad,Rice,XAF,KG,2019,466
Chad,Rice,XAF,KG,2019,453
Chad,Rice,XAF,KG,2019,426
Chad,Rice,XAF,KG,2019,460
Chad,Rice,XAF,KG,2019,413
Chad,Rice,XAF,KG,2019,453
Chad,Rice,XAF,KG,2019,460
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,520
Chad,Rice,XAF,KG,2019,493
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,453
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,517.75
Chad,Rice,XAF,KG,2018,486
Chad,Rice,XAF,KG,2018,500
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,560
Chad,Rice,XAF,KG,2019,506
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,466
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2019,480
Chad,Rice,XAF,KG,2020,486
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,473
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,506
Chad,Rice,XAF,KG,2020,500
Chad,Rice,XAF,KG,2020,480
Chad,Rice,XAF,KG,2020,493
Chad,Rice,XAF,KG,2020,517.75
Chad,Rice,XAF,KG,2003,396
Chad,Rice,XAF,KG,2003,424
Chad,Rice,XAF,KG,2003,387
Chad,Rice,XAF,KG,2004,383
Chad,Rice,XAF,KG,2004,656
Chad,Rice,XAF,KG,2004,399
Chad,Rice,XAF,KG,2004,397
Chad,Rice,XAF,KG,2004,428
Chad,Rice,XAF,KG,2004,395
Chad,Rice,XAF,KG,2004,394
Chad,Rice,XAF,KG,2004,392
Chad,Rice,XAF,KG,2004,392
Chad,Rice,XAF,KG,2004,412
Chad,Rice,XAF,KG,2004,399
Chad,Rice,XAF,KG,2004,656
Chad,Rice,XAF,KG,2005,396
Chad,Rice,XAF,KG,2005,395
Chad,Rice,XAF,KG,2005,394
Chad,Rice,XAF,KG,2005,385
Chad,Rice,XAF,KG,2005,392
Chad,Rice,XAF,KG,2005,397
Chad,Rice,XAF,KG,2005,408
Chad,Rice,XAF,KG,2005,399
Chad,Rice,XAF,KG,2005,400
Chad,Rice,XAF,KG,2005,395
Chad,Rice,XAF,KG,2005,395
Chad,Rice,XAF,KG,2005,398
Chad,Rice,XAF,KG,2006,397
Chad,Rice,XAF,KG,2006,398
Chad,Rice,XAF,KG,2006,397
Chad,Rice,XAF,KG,2006,398
Chad,Rice,XAF,KG,2006,397
Chad,Rice,XAF,KG,2006,395
Chad,Rice,XAF,KG,2006,394
Chad,Rice,XAF,KG,2006,397
Chad,Rice,XAF,KG,2006,398
Chad,Rice,XAF,KG,2006,394
Chad,Rice,XAF,KG,2006,394
Chad,Rice,XAF,KG,2006,392
Chad,Rice,XAF,KG,2007,397
Chad,Rice,XAF,KG,2007,400
Chad,Rice,XAF,KG,2007,390
Chad,Rice,XAF,KG,2007,391
Chad,Rice,XAF,KG,2007,395
Chad,Rice,XAF,KG,2007,394
Chad,Rice,XAF,KG,2007,387
Chad,Rice,XAF,KG,2007,381
Chad,Rice,XAF,KG,2007,397
Chad,Rice,XAF,KG,2007,394
Chad,Rice,XAF,KG,2007,396
Chad,Rice,XAF,KG,2007,395
Chad,Rice,XAF,KG,2008,386
Chad,Rice,XAF,KG,2008,385
Chad,Rice,XAF,KG,2008,394
Chad,Rice,XAF,KG,2008,373
Chad,Rice,XAF,KG,2008,477
Chad,Rice,XAF,KG,2008,590
Chad,Rice,XAF,KG,2008,618
Chad,Rice,XAF,KG,2008,600
Chad,Rice,XAF,KG,2008,603
Chad,Rice,XAF,KG,2008,509
Chad,Rice,XAF,KG,2008,558
Chad,Rice,XAF,KG,2008,490
Chad,Rice,XAF,KG,2009,492
Chad,Rice,XAF,KG,2009,499
Chad,Rice,XAF,KG,2009,498
Chad,Rice,XAF,KG,2009,485
Chad,Rice,XAF,KG,2009,463.3333
Chad,Rice,XAF,KG,2009,455
Chad,Rice,XAF,KG,2009,470
Chad,Rice,XAF,KG,2009,464
Chad,Rice,XAF,KG,2009,472
Chad,Rice,XAF,KG,2009,460
Chad,Rice,XAF,KG,2009,460
Chad,Rice,XAF,KG,2009,460
Chad,Rice,XAF,KG,2010,460
Chad,Rice,XAF,KG,2010,469
Chad,Rice,XAF,KG,2010,460
Chad,Rice,XAF,KG,2010,440
Chad,Rice,XAF,KG,2010,460
Chad,Rice,XAF,KG,2010,460
Chad,Rice,XAF,KG,2010,460
Chad,Rice,XAF,KG,2010,460
Chad,Rice,XAF,KG,2010,472
Chad,Rice,XAF,KG,2010,450
Chad,Rice,XAF,KG,2010,350
Chad,Rice,XAF,KG,2010,350
Chad,Rice,XAF,KG,2011,499.2
Chad,Rice,XAF,KG,2011,511.6
Chad,Rice,XAF,KG,2011,524
Chad,Rice,XAF,KG,2011,515.6
Chad,Rice,XAF,KG,2011,513.6
Chad,Rice,XAF,KG,2011,480
Chad,Rice,XAF,KG,2011,508
Chad,Rice,XAF,KG,2011,508
Chad,Rice,XAF,KG,2011,530
Chad,Rice,XAF,KG,2011,600
Chad,Rice,XAF,KG,2011,600
Chad,Rice,XAF,KG,2011,528
Chad,Rice,XAF,KG,2012,524
Chad,Rice,XAF,KG,2012,531
Chad,Rice,XAF,KG,2012,552
Chad,Rice,XAF,KG,2012,520
Chad,Rice,XAF,KG,2012,536
Chad,Rice,XAF,KG,2012,600
Chad,Rice,XAF,KG,2012,500
Chad,Rice,XAF,KG,2012,504
Chad,Rice,XAF,KG,2012,510
Chad,Rice,XAF,KG,2012,504
Chad,Rice,XAF,KG,2012,480
Chad,Rice,XAF,KG,2012,500
Chad,Rice,XAF,KG,2013,500
Chad,Rice,XAF,KG,2013,500
Chad,Rice,XAF,KG,2013,500
Chad,Rice,XAF,KG,2013,527
Chad,Rice,XAF,KG,2013,513
Chad,Rice,XAF,KG,2013,544
Chad,Rice,XAF,KG,2013,613
Chad,Rice,XAF,KG,2013,595
Chad,Rice,XAF,KG,2013,593
Chad,Rice,XAF,KG,2013,513
Chad,Rice,XAF,KG,2013,500
Chad,Rice,XAF,KG,2013,500
Chad,Rice,XAF,KG,2014,500
Chad,Rice,XAF,KG,2014,500
Chad,Rice,XAF,KG,2014,486
Chad,Rice,XAF,KG,2014,400
Chad,Rice,XAF,KG,2014,487
Chad,Rice,XAF,KG,2014,500
Chad,Rice,XAF,KG,2014,500
Chad,Rice,XAF,KG,2014,506
Chad,Rice,XAF,KG,2014,506
Chad,Rice,XAF,KG,2014,506
Chad,Rice,XAF,KG,2014,500
Chad,Rice,XAF,KG,2014,506
Chad,Rice,XAF,KG,2015,480
Chad,Rice,XAF,KG,2015,480
Chad,Rice,XAF,KG,2015,514
Chad,Rice,XAF,KG,2015,524
Chad,Rice,XAF,KG,2015,522
Chad,Rice,XAF,KG,2015,301
Chad,Rice,XAF,KG,2015,540
Chad,Rice,XAF,KG,2015,524
Chad,Rice,XAF,KG,2015,525
Chad,Rice,XAF,KG,2015,517
Chad,Rice,XAF,KG,2015,505
Chad,Rice,XAF,KG,2015,500
Chad,Rice,XAF,KG,2016,502
Chad,Rice,XAF,KG,2016,510
Chad,Rice,XAF,KG,2016,500
Chad,Rice,XAF,KG,2016,510
Chad,Rice,XAF,KG,2016,510
Chad,Rice,XAF,KG,2016,510
Chad,Rice,XAF,KG,2016,490
Chad,Rice,XAF,KG,2016,500
Chad,Rice,XAF,KG,2016,500
Chad,Rice,XAF,KG,2016,490
Chad,Rice,XAF,KG,2016,490
Chad,Rice,XAF,KG,2016,500
Chad,Rice,XAF,KG,2017,497
Chad,Rice,XAF,KG,2017,500
Chad,Rice,XAF,KG,2017,468
Chad,Rice,XAF,KG,2017,487
Chad,Rice,XAF,KG,2017,498
Chad,Rice,XAF,KG,2017,490
Chad,Rice,XAF,KG,2017,510
Chad,Rice,XAF,KG,2017,510
Chad,Rice,XAF,KG,2017,510
Chad,Rice,XAF,KG,2017,530
Chad,Rice,XAF,KG,2017,490
Chad,Rice,XAF,KG,2017,500
Chad,Rice,XAF,KG,2018,510
Chad,Rice,XAF,KG,2018,510
Chad,Rice,XAF,KG,2018,510
Chad,Rice,XAF,KG,2018,500
Chad,Rice,XAF,KG,2018,500
Chad,Rice,XAF,KG,2018,500
Chad,Rice,XAF,KG,2018,503
Chad,Rice,XAF,KG,2018,500
Chad,Rice,XAF,KG,2018,510
Chad,Rice,XAF,KG,2018,510
Chad,Rice,XAF,KG,2018,500
Chad,Rice,XAF,KG,2018,493
Chad,Rice,XAF,KG,2019,490
Chad,Rice,XAF,KG,2019,493
Chad,Rice,XAF,KG,2019,500
Chad,Rice,XAF,KG,2019,500
Chad,Rice,XAF,KG,2019,500
Chad,Rice,XAF,KG,2019,496
Chad,Rice,XAF,KG,2019,526
Chad,Rice,XAF,KG,2019,524
Chad,Rice,XAF,KG,2019,510
Chad,Rice,XAF,KG,2019,510
Chad,Rice,XAF,KG,2019,506
Chad,Rice,XAF,KG,2019,510
Chad,Rice,XAF,KG,2020,510
Chad,Rice,XAF,KG,2020,406
Chad,Rice,XAF,KG,2020,506
Chad,Rice,XAF,KG,2020,513
Chad,Rice,XAF,KG,2020,513
Chad,Rice,XAF,KG,2020,520
Chad,Rice,XAF,KG,2020,520
Chad,Rice,XAF,KG,2020,520
Chad,Rice,XAF,KG,2020,603
